ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Sample	eDNAindex	lat	long	replicates	sites	controls	group1	group2	group3	group4	group5	group6	group7	group8	Depth	Altitude	rough_mi_offshore	hr_afterLD	CTDTEMP	CTDSAL	CTDOXY	DIC	TA	pH	Carbonate	Silicate	Phosphate	Nitrate	Nitrite	Ammonium	Methane	aragonite_sat	degLat	Chl_a	SYNECHOCOCCUS	EUK_PHYTOPLANKTON	LARGE_DIATOM	CRYPTOPHYTE	BACTERIA	BACTERIA_HNA	BACTERIA_LNA	mL_filt
ASV_094514	Eukaryota	Chordata	Mammalia	Artiodactyla	Phocoenidae	Phocoenoides	Phocoenoides dalli	E412_2T	0.162156102671556	48.719	-125.677	E412	BS14	NA	Line2	day	undersat_arg	pelagic	upper100	northBound	near	shelf	79	88	14	13.3	8.235	33.034	124.9	2188.1	2226.5	7.4412	58.08017187	44.1	2.29	27.1	0.22	1.46	23.455	0.823368692	48.719	NA	809	536	64.7	9.25	1260000	796000	573000	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E412_2T	0.0189445991169476	48.719	-125.677	E412	BS14	NA	Line2	day	undersat_arg	pelagic	upper100	northBound	near	shelf	79	88	14	13.3	8.235	33.034	124.9	2188.1	2226.5	7.4412	58.08017187	44.1	2.29	27.1	0.22	1.46	23.455	0.823368692	48.719	NA	809	536	64.7	9.25	1260000	796000	573000	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E419_1B	0.77221843003413	48.811	-125.517	E419	BS6	NA	Line2	night	oversat_arg	surface	upper100	northBound	near	shelf	3.5	108.5	6	5.7	16.063	31.021	380.7	1827.5	2125.6	8.1103	188.3367524	0.6	0.16	0	0.02	0.06	10.514	3.195890731	48.811	5.5	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094675	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	NA	NA	E419_1B	0.0589060881873598	48.811	-125.517	E419	BS6	NA	Line2	night	oversat_arg	surface	upper100	northBound	near	shelf	3.5	108.5	6	5.7	16.063	31.021	380.7	1827.5	2125.6	8.1103	188.3367524	0.6	0.16	0	0.02	0.06	10.514	3.195890731	48.811	5.5	NA	NA	NA	NA	NA	NA	NA	1000
ASV_027291	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Scorpaenichthys	Scorpaenichthys marmoratus	E419_1B	1	48.811	-125.517	E419	BS6	NA	Line2	night	oversat_arg	surface	upper100	northBound	near	shelf	3.5	108.5	6	5.7	16.063	31.021	380.7	1827.5	2125.6	8.1103	188.3367524	0.6	0.16	0	0.02	0.06	10.514	3.195890731	48.811	5.5	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E432	0.7023115810597	48.37	-124.949	E432	JF9	NA	Line3	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	99.2	18.8	9	6.5	6.622	33.863	56.4	2273.5	NA	7.2934	43.34501402	60.9	2.75	35.7	0.08	0.03	25.329	NA	48.37	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_023525	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	E432	0.114961602284568	48.37	-124.949	E432	JF9	NA	Line3	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	99.2	18.8	9	6.5	6.622	33.863	56.4	2273.5	NA	7.2934	43.34501402	60.9	2.75	35.7	0.08	0.03	25.329	NA	48.37	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094693	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	Anoplopoma	Anoplopoma fimbria	E432	0.123374368077799	48.37	-124.949	E432	JF9	NA	Line3	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	99.2	18.8	9	6.5	6.622	33.863	56.4	2273.5	NA	7.2934	43.34501402	60.9	2.75	35.7	0.08	0.03	25.329	NA	48.37	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094671	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	NA	E432	0.0579824798363756	48.37	-124.949	E432	JF9	NA	Line3	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	99.2	18.8	9	6.5	6.622	33.863	56.4	2273.5	NA	7.2934	43.34501402	60.9	2.75	35.7	0.08	0.03	25.329	NA	48.37	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E432	0.00165194878432546	48.37	-124.949	E432	JF9	NA	Line3	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	99.2	18.8	9	6.5	6.622	33.863	56.4	2273.5	NA	7.2934	43.34501402	60.9	2.75	35.7	0.08	0.03	25.329	NA	48.37	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E445	0.229262759924386	47.961	-125.333	E445	JF35	NA	Line3	day	oversat_arg	surface	upper100	OCNMS	offshore	shelf	3.4	499.6	35	15.2	14.443	31.533	374.5	1872.7	2175.9	8.0984	209.8019076	0.6	0.2	0	0.06	0.03	14.589	3.232193882	47.961	8.7	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094667	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	Allosmerus	Allosmerus elongatus	E445	0.167552911471843	47.961	-125.333	E445	JF35	NA	Line3	day	oversat_arg	surface	upper100	OCNMS	offshore	shelf	3.4	499.6	35	15.2	14.443	31.533	374.5	1872.7	2175.9	8.0984	209.8019076	0.6	0.2	0	0.06	0.03	14.589	3.232193882	47.961	8.7	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094692	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys sordidus	E445	0.633421550094518	47.961	-125.333	E445	JF35	NA	Line3	day	oversat_arg	surface	upper100	OCNMS	offshore	shelf	3.4	499.6	35	15.2	14.443	31.533	374.5	1872.7	2175.9	8.0984	209.8019076	0.6	0.2	0	0.06	0.03	14.589	3.232193882	47.961	8.7	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E466_3B	0.17679800790977	46.129	-124.906	E466	CR40	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	slope	3.8	1294.2	40	7	16.273	31.959	255.1	1968.5	2161	7.8906	138.8078707	0.9	0.45	0	0.14	0.2	3.368	2.158111793	46.129	0.9	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094675	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	NA	NA	E466_3B	0.00238502005617214	46.129	-124.906	E466	CR40	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	slope	3.8	1294.2	40	7	16.273	31.959	255.1	1968.5	2161	7.8906	138.8078707	0.9	0.45	0	0.14	0.2	3.368	2.158111793	46.129	0.9	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094565	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	NA	E466_3B	0.00175997153515425	46.129	-124.906	E466	CR40	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	slope	3.8	1294.2	40	7	16.273	31.959	255.1	1968.5	2161	7.8906	138.8078707	0.9	0.45	0	0.14	0.2	3.368	2.158111793	46.129	0.9	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094697	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus	E466_3B	0.086921672793093	46.129	-124.906	E466	CR40	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	slope	3.8	1294.2	40	7	16.273	31.959	255.1	1968.5	2161	7.8906	138.8078707	0.9	0.45	0	0.14	0.2	3.368	2.158111793	46.129	0.9	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094671	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	NA	E466_3B	0.656071480884722	46.129	-124.906	E466	CR40	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	slope	3.8	1294.2	40	7	16.273	31.959	255.1	1968.5	2161	7.8906	138.8078707	0.9	0.45	0	0.14	0.2	3.368	2.158111793	46.129	0.9	NA	NA	NA	NA	NA	NA	NA	1000
ASV_089635	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes gilli	E466_3B	0.0208386673644154	46.129	-124.906	E466	CR40	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	slope	3.8	1294.2	40	7	16.273	31.959	255.1	1968.5	2161	7.8906	138.8078707	0.9	0.45	0	0.14	0.2	3.368	2.158111793	46.129	0.9	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093742	Eukaryota	Chordata	Mammalia	Artiodactyla	Delphinidae	Lagenorhynchus	NA	E466_3B	0.433245540620676	46.129	-124.906	E466	CR40	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	slope	3.8	1294.2	40	7	16.273	31.959	255.1	1968.5	2161	7.8906	138.8078707	0.9	0.45	0	0.14	0.2	3.368	2.158111793	46.129	0.9	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E466_3B	0.0162496437881764	46.129	-124.906	E466	CR40	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	slope	3.8	1294.2	40	7	16.273	31.959	255.1	1968.5	2161	7.8906	138.8078707	0.9	0.45	0	0.14	0.2	3.368	2.158111793	46.129	0.9	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094693	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	Anoplopoma	Anoplopoma fimbria	E487	0.824256951102589	46.129	-124.269	E487	CR13	NA	Line5	day	oversat_arg	benthic	upper100	southBound	near	shelf	78.2	19.8	13	14.9	7.337	33.924	60.8	2263.5	NA	7.309	44.01245588	58.4	2.63	33	0.11	0.01	8.174	NA	46.129	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094692	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys sordidus	E487	0.175743048897411	46.129	-124.269	E487	CR13	NA	Line5	day	oversat_arg	benthic	upper100	southBound	near	shelf	78.2	19.8	13	14.9	7.337	33.924	60.8	2263.5	NA	7.309	44.01245588	58.4	2.63	33	0.11	0.01	8.174	NA	46.129	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094693	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	Anoplopoma	Anoplopoma fimbria	E505	1	46.126	-124.673	E505	CR30	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	shelf	3.5	351.5	30	6.9	17.03	31.126	254.1	1932.4	2139.4	7.9383	145.3521876	1.2	0.29	0	0.08	0.01	3.291	2.315034945	46.126	0.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094611	Eukaryota	Chordata	Actinopteri	Perciformes	Zoarcidae	NA	NA	E533	1	47.113	-124.824	E533	C26	NA	Line4	day	undersat_arg	pelagic	upper100	OCNMS	offshore	shelf	99.1	40.9	26	3.1	7.109	33.923	50.9	2271.6	2263.5	7.2749	NA	56.9	2.69	34.9	0.09	0.07	19.98	0.582509279	47.113	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094459	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Lyopsetta	Lyopsetta exilis	E533	1	47.113	-124.824	E533	C26	NA	Line4	day	undersat_arg	pelagic	upper100	OCNMS	offshore	shelf	99.1	40.9	26	3.1	7.109	33.923	50.9	2271.6	2263.5	7.2749	NA	56.9	2.69	34.9	0.09	0.07	19.98	0.582509279	47.113	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094694	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	NA	NA	E533	0.539756849100806	47.113	-124.824	E533	C26	NA	Line4	day	undersat_arg	pelagic	upper100	OCNMS	offshore	shelf	99.1	40.9	26	3.1	7.109	33.923	50.9	2271.6	2263.5	7.2749	NA	56.9	2.69	34.9	0.09	0.07	19.98	0.582509279	47.113	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E533	0.0321140170924687	47.113	-124.824	E533	C26	NA	Line4	day	undersat_arg	pelagic	upper100	OCNMS	offshore	shelf	99.1	40.9	26	3.1	7.109	33.923	50.9	2271.6	2263.5	7.2749	NA	56.9	2.69	34.9	0.09	0.07	19.98	0.582509279	47.113	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E544	0.391896576072304	47.114	-124.247	E544	C2_5	NA	Line4	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	10.3	16.7	2.5	8.4	16.847	28.428	337	1777.6	2049.8	8.1202	NA	0.6	0.06	0	0.13	0.09	14.668	2.975764296	47.114	NA	28550	3000	1790	11.3	2770000	1580000	826000	1000
ASV_094675	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	NA	NA	E544	0.0135595441281014	47.114	-124.247	E544	C2_5	NA	Line4	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	10.3	16.7	2.5	8.4	16.847	28.428	337	1777.6	2049.8	8.1202	NA	0.6	0.06	0	0.13	0.09	14.668	2.975764296	47.114	NA	28550	3000	1790	11.3	2770000	1580000	826000	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E544	0.394682449000552	47.114	-124.247	E544	C2_5	NA	Line4	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	10.3	16.7	2.5	8.4	16.847	28.428	337	1777.6	2049.8	8.1202	NA	0.6	0.06	0	0.13	0.09	14.668	2.975764296	47.114	NA	28550	3000	1790	11.3	2770000	1580000	826000	1000
ASV_094692	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys sordidus	E544	0.192392127662306	47.114	-124.247	E544	C2_5	NA	Line4	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	10.3	16.7	2.5	8.4	16.847	28.428	337	1777.6	2049.8	8.1202	NA	0.6	0.06	0	0.13	0.09	14.668	2.975764296	47.114	NA	28550	3000	1790	11.3	2770000	1580000	826000	1000
ASV_094694	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	NA	NA	E544	0.0142749753678413	47.114	-124.247	E544	C2_5	NA	Line4	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	10.3	16.7	2.5	8.4	16.847	28.428	337	1777.6	2049.8	8.1202	NA	0.6	0.06	0	0.13	0.09	14.668	2.975764296	47.114	NA	28550	3000	1790	11.3	2770000	1580000	826000	1000
ASV_094272	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Trachurus	Trachurus symmetricus	E572	0.306763839873034	44.653	-124.655	E572	NH25	NA	Line6	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	289.6	25	0.1	15.483	31.286	290.7	1902	2150.7	8.0194	162.9320652	1.6	0.19	0	0.08	0.05	3.533	2.701539272	44.653	1.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094680	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	NA	E572	0.101527942387243	44.653	-124.655	E572	NH25	NA	Line6	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	289.6	25	0.1	15.483	31.286	290.7	1902	2150.7	8.0194	162.9320652	1.6	0.19	0	0.08	0.05	3.533	2.701539272	44.653	1.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E572	0.0640466097270658	44.653	-124.655	E572	NH25	NA	Line6	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	289.6	25	0.1	15.483	31.286	290.7	1902	2150.7	8.0194	162.9320652	1.6	0.19	0	0.08	0.05	3.533	2.701539272	44.653	1.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094671	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	NA	E572	0.00058470983774302	44.653	-124.655	E572	NH25	NA	Line6	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	289.6	25	0.1	15.483	31.286	290.7	1902	2150.7	8.0194	162.9320652	1.6	0.19	0	0.08	0.05	3.533	2.701539272	44.653	1.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_079631	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes entomelas	E572	0.417984004009439	44.653	-124.655	E572	NH25	NA	Line6	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	289.6	25	0.1	15.483	31.286	290.7	1902	2150.7	8.0194	162.9320652	1.6	0.19	0	0.08	0.05	3.533	2.701539272	44.653	1.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094269	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Molidae	Mola	NA	E572	0.155760494558697	44.653	-124.655	E572	NH25	NA	Line6	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	289.6	25	0.1	15.483	31.286	290.7	1902	2150.7	8.0194	162.9320652	1.6	0.19	0	0.08	0.05	3.533	2.701539272	44.653	1.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_018062	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	NA	E572	0.267777570805141	44.653	-124.655	E572	NH25	NA	Line6	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	289.6	25	0.1	15.483	31.286	290.7	1902	2150.7	8.0194	162.9320652	1.6	0.19	0	0.08	0.05	3.533	2.701539272	44.653	1.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094272	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Trachurus	Trachurus symmetricus	E603	0.704882259062632	43.999	-124.394	E603	HH10	NA	Line7	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.1	113.9	10	8	12.379	32.572	280.5	2009.7	2203.8	7.9446	NA	5.6	0.63	3.5	0.19	0.37	5.822	2.132413875	43.999	7.4	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094310	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	Sardinops sagax	E603	0.237323138435711	43.999	-124.394	E603	HH10	NA	Line7	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.1	113.9	10	8	12.379	32.572	280.5	2009.7	2203.8	7.9446	NA	5.6	0.63	3.5	0.19	0.37	5.822	2.132413875	43.999	7.4	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094666	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	NA	NA	E603	0.00360589198209576	43.999	-124.394	E603	HH10	NA	Line7	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.1	113.9	10	8	12.379	32.572	280.5	2009.7	2203.8	7.9446	NA	5.6	0.63	3.5	0.19	0.37	5.822	2.132413875	43.999	7.4	NA	NA	NA	NA	NA	NA	NA	1000
ASV_011837	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	Thaleichthys	Thaleichthys pacificus	E603	0.18063237404046	43.999	-124.394	E603	HH10	NA	Line7	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.1	113.9	10	8	12.379	32.572	280.5	2009.7	2203.8	7.9446	NA	5.6	0.63	3.5	0.19	0.37	5.822	2.132413875	43.999	7.4	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094692	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys sordidus	E603	0.0689834869556721	43.999	-124.394	E603	HH10	NA	Line7	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.1	113.9	10	8	12.379	32.572	280.5	2009.7	2203.8	7.9446	NA	5.6	0.63	3.5	0.19	0.37	5.822	2.132413875	43.999	7.4	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E603	0.00204224786962391	43.999	-124.394	E603	HH10	NA	Line7	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.1	113.9	10	8	12.379	32.572	280.5	2009.7	2203.8	7.9446	NA	5.6	0.63	3.5	0.19	0.37	5.822	2.132413875	43.999	7.4	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E380	0.54586609482964	52.398	-129.052	E380	QC2	NA	Line1	day	oversat_arg	surface	upper100	wayNorth	near	shelf	3.6	41.4	2	10.8	12.933	30.422	306.3	1867.6	2060.7	7.9227	NA	12	0.53	1.6	0.08	0.05	4.909	2.12667211	52.398	4.5	308000	53800	2390	87.7	5040000	2940000	3040000	1000
ASV_094675	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	NA	NA	E380	0.00137940068713523	52.398	-129.052	E380	QC2	NA	Line1	day	oversat_arg	surface	upper100	wayNorth	near	shelf	3.6	41.4	2	10.8	12.933	30.422	306.3	1867.6	2060.7	7.9227	NA	12	0.53	1.6	0.08	0.05	4.909	2.12667211	52.398	4.5	308000	53800	2390	87.7	5040000	2940000	3040000	1000
ASV_079631	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes entomelas	E380	0.0868874592963228	52.398	-129.052	E380	QC2	NA	Line1	day	oversat_arg	surface	upper100	wayNorth	near	shelf	3.6	41.4	2	10.8	12.933	30.422	306.3	1867.6	2060.7	7.9227	NA	12	0.53	1.6	0.08	0.05	4.909	2.12667211	52.398	4.5	308000	53800	2390	87.7	5040000	2940000	3040000	1000
ASV_093775	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Atheresthes	NA	E380	1	52.398	-129.052	E380	QC2	NA	Line1	day	oversat_arg	surface	upper100	wayNorth	near	shelf	3.6	41.4	2	10.8	12.933	30.422	306.3	1867.6	2060.7	7.9227	NA	12	0.53	1.6	0.08	0.05	4.909	2.12667211	52.398	4.5	308000	53800	2390	87.7	5040000	2940000	3040000	1000
