ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Sample	eDNAindex	lat	long	replicates	sites	controls	group1	group2	group3	group4	group5	group6	group7	group8	Depth	Altitude	rough_mi_offshore	hr_afterLD	CTDTEMP	CTDSAL	CTDOXY	DIC	TA	pH	Carbonate	Silicate	Phosphate	Nitrate	Nitrite	Ammonium	Methane	aragonite_sat	degLat	Chl_a	SYNECHOCOCCUS	EUK_PHYTOPLANKTON	LARGE_DIATOM	CRYPTOPHYTE	BACTERIA	BACTERIA_HNA	BACTERIA_LNA	mL_filt
ASV_002498	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA	E427	0.0107631838792261	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002281	Eukaryota	Cnidaria	Anthozoa	Zoantharia	NA	NA	NA	E427	0.0707612040707203	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002181	Eukaryota	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	NA	NA	E427	0.0393246511718111	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000003	Eukaryota	Echinodermata	Echinoidea	Spatangoida	Schizasteridae	Abatus	NA	E427	0.56337346623873	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002508	Eukaryota	Echinodermata	Ophiuroidea	NA	NA	NA	NA	E427	0.0544554470343265	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002201	Eukaryota	Mollusca	Bivalvia	Adapedonta	Pharidae	Siliqua	Siliqua alta	E427	0.0140953140130743	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002383	Eukaryota	Mollusca	Bivalvia	Cardiida	NA	NA	NA	E427	0.00333976623297597	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002360	Eukaryota	Mollusca	Bivalvia	NA	NA	NA	NA	E427	0.225202706486925	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_001815	Eukaryota	Mollusca	Cephalopoda	Oegopsida	Gonatidae	NA	NA	E427	0.023230786778242	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002539	Eukaryota	NA	NA	NA	NA	NA	NA	E427	0.561293405645642	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002420	Eukaryota	Nemertea	Palaeonemertea	Tubulaniformes	Tubulanidae	NA	NA	E427	0.125622039795167	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002530	Eukaryota	Nemertea	Pilidiophora	Heteronemertea	Polybrachiorhynchidae	Dendrorhynchus	Dendrorhynchus papillaris	E427	0.00158877816910375	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002410	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA	E427	0.0981381715699812	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002531	Eukaryota	unk_phylum	Bigyra	Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis	E427	0.0469866928494165	48.361	-125.22	E427	JF20	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	170.4	10.6	20	4.1	6.278	33.958	51.6	2282.2	2279.7	7.2941	45.22458568	64.8	2.81	35.8	0.2	0.21	35.885	0.59889189	48.361	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000699	Eukaryota	Arthropoda	Malacostraca	Decapoda	Sergestidae	Parasergestes	Parasergestes armatus	E438	0.0286347978102219	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000002	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	Euphausia pacifica	E438	0.41992443713655	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002490	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	NA	E438	0.083086855191136	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002522	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA	E438	0.38834859356441	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000058	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Gallus	NA	E438	0.215342144853003	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000051	Eukaryota	Chordata	Chondrichthyes	Chimaeriformes	NA	NA	NA	E438	1	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000005	Eukaryota	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	Megaptera novaeangliae	E438	0.299036828052553	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002459	Eukaryota	Chordata	Mammalia	Artiodactyla	NA	NA	NA	E438	0.035102972967398	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002281	Eukaryota	Cnidaria	Anthozoa	Zoantharia	NA	NA	NA	E438	0.0305667225276794	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000085	Eukaryota	Echinodermata	Crinoidea	Comatulida	Antedonidae	NA	NA	E438	0.0251372941768079	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002518	Eukaryota	Echinodermata	Echinoidea	NA	NA	NA	NA	E438	0.229328428086458	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000003	Eukaryota	Echinodermata	Echinoidea	Spatangoida	Schizasteridae	Abatus	NA	E438	0.0953984688653024	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_001879	Eukaryota	Echinodermata	Holothuroidea	NA	NA	NA	NA	E438	0.0831238067792947	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_001862	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiactidae	Ophiopholis	Ophiopholis sp. EAC01	E438	0.688366212415997	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000060	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	E438	0.0191114012124348	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002508	Eukaryota	Echinodermata	Ophiuroidea	NA	NA	NA	NA	E438	0.128156639611748	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002201	Eukaryota	Mollusca	Bivalvia	Adapedonta	Pharidae	Siliqua	Siliqua alta	E438	0.00498170767998289	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002383	Eukaryota	Mollusca	Bivalvia	Cardiida	NA	NA	NA	E438	0.0216401859800173	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002360	Eukaryota	Mollusca	Bivalvia	NA	NA	NA	NA	E438	0.0823412736995625	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000070	Eukaryota	Mollusca	Bivalvia	Solemyida	Solemyidae	Petrasma	Petrasma pervernicosa	E438	0.63978265004175	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002539	Eukaryota	NA	NA	NA	NA	NA	NA	E438	0.0555200061403628	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002410	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA	E438	0.119086195576968	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002531	Eukaryota	unk_phylum	Bigyra	Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis	E438	0.241130630175952	48.131	-125.175	E438	JF23	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	249.4	10.6	23	11	6.426	33.985	69.3	2263.5	2277.9	7.3433	49.28940129	60.3	2.63	35.2	0.08	0.03	12.952	0.66859543	48.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002437	Eukaryota	Chordata	Mammalia	NA	NA	NA	NA	E370	0.0560410842696536	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000097	Eukaryota	Cnidaria	Anthozoa	Scleralcyonacea	Coralliidae	Paragorgia	Paragorgia coralloides	E370	1	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000085	Eukaryota	Echinodermata	Crinoidea	Comatulida	Antedonidae	NA	NA	E370	0.0120584855832001	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002480	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	NA	NA	NA	E370	0.000688880539352165	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000805	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiocomidae	Ophiocomina	Ophiocomina nigra	E370	1	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_001645	Eukaryota	Mollusca	Cephalopoda	Octopoda	Octopodidae	Enteroctopus	NA	E370	1	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002539	Eukaryota	NA	NA	NA	NA	NA	NA	E370	0.666811885612944	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002075	Eukaryota	Nemertea	Pilidiophora	Heteronemertea	Lineidae	NA	NA	E370	0.0090855707548678	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002410	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA	E370	0.00268704108284389	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002531	Eukaryota	unk_phylum	Bigyra	Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis	E370	0.0328601257869349	51.711	-130.642	E370	QC74	NA	Line1	day	undersat_arg	benthic	deep	wayNorth	offshore	slope	876.7	10.3	74	1.6	4.062	34.242	21.4	2350.7	2340.3	7.278	NA	115	3.13	41.2	0.01	0.03	2.946	0.490142082	51.711	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002364	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA	E442	0.322976056830164	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_000002	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	Euphausia pacifica	E442	0.0798309779185834	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002490	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	NA	E442	0.00277991976992069	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_002527	Eukaryota	Arthropoda	NA	NA	NA	NA	NA	E442	0.000412005649653598	47.959	-125.333	E442	JF35	NA	Line3	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	492	11	35	14.4	5.433	34.07	42.6	2299.3	2299.6	7.3023	46.24393872	78.9	2.93	39	0.05	0.02	24.458	0.572432695	47.959	NA	NA	NA	NA	NA	NA	NA	NA	1000
